ds,y0
2011-04-09,4884.0
2011-04-10,3440.0
2011-04-11,3367.0
2011-04-12,3670.0
2011-04-13,5013.0
2011-04-14,5296.0
2011-04-15,3127.0
2011-04-16,1786.0
2011-04-17,1932.0
2011-04-18,2974.0
2011-04-19,3006.0
2011-04-20,2738.0
2011-04-21,2645.0
2011-04-22,2563.0
2011-04-23,1823.0
2011-04-24,2123.0
2011-04-25,3064.0
2011-04-26,3296.0
2011-04-27,3572.0
2011-04-28,4161.0
2011-04-29,5659.0
2011-04-30,4737.0
2011-05-01,3017.0
2011-05-02,2430.0
2011-05-03,2221.0
2011-05-04,2389.0
2011-05-05,2471.0
2011-05-06,1923.0
2011-05-07,1427.0
2011-05-08,1565.0
2011-05-09,1763.0
2011-05-10,1871.0
2011-05-11,2059.0
2011-05-12,2051.0
2011-05-13,1711.0
2011-05-14,1236.0
2011-05-15,1588.0
2011-05-16,1884.0
2011-05-17,1833.0
2011-05-18,1979.0
2011-05-19,1897.0
2011-05-20,1585.0
2011-05-21,1228.0
2011-05-22,1390.0
2011-05-23,1785.0
2011-05-24,2023.0
2011-05-25,3704.0
2011-05-26,2136.0
2011-05-27,1520.0
2011-05-28,1204.0
2011-05-29,1261.0
2011-05-30,1642.0
2011-05-31,1679.0
2011-06-01,1699.0
2011-06-02,1907.0
2011-06-03,1513.0
2011-06-04,1216.0
2011-06-05,1225.0
2011-06-06,1776.0
2011-06-07,1893.0
2011-06-08,1522.0
2011-06-09,1366.0
2011-06-10,1577.0
2011-06-11,1324.0
2011-06-12,1409.0
2011-06-13,1720.0
2011-06-14,1336.0
2011-06-15,1668.0
2011-06-16,1603.0
2011-06-17,1641.0
2011-06-18,1837.0
2011-06-19,2074.0
2011-06-20,1856.0
2011-06-21,1508.0
2011-06-22,1607.0
2011-06-23,2321.0
2011-06-24,2156.0
2011-06-25,1431.0
2011-06-26,1965.0
2011-06-27,1933.0
2011-06-28,1920.0
2011-06-29,2065.0
2011-06-30,1809.0
2011-07-01,1675.0
2011-07-02,1620.0
2011-07-03,1353.0
2011-07-04,2823.0
2011-07-05,1998.0
2011-07-06,1925.0
2011-07-07,2022.0
2011-07-08,8103.0
2011-07-09,6235.0
2011-07-10,3897.0
2011-07-11,2390.0
2011-07-12,1956.0
2011-07-13,2009.0
2011-07-14,3991.0
2011-07-15,2034.0
2011-07-16,1570.0
2011-07-17,2179.0
2011-07-18,2330.0
2011-07-19,2390.0
2011-07-20,3156.0
2011-07-21,2693.0
2011-07-22,2434.0
2011-07-23,1836.0
2011-07-24,1777.0
2011-07-25,2662.0
2011-07-26,4435.0
2011-07-27,3896.0
2011-07-28,3775.0
2011-07-29,4398.0
2011-07-30,8768.0
2011-07-31,15260.0
2011-08-01,7691.0
2011-08-02,5112.0
2011-08-03,4221.0
2011-08-04,4127.0
2011-08-05,3849.0
2011-08-06,3285.0
2011-08-07,3415.0
2011-08-08,3038.0
2011-08-09,3249.0
2011-08-10,3406.0
2011-08-11,3133.0
2011-08-12,3607.0
2011-08-13,3113.0
2011-08-14,4620.0
2011-08-15,3319.0
2011-08-16,3529.0
2011-08-17,3550.0
2011-08-18,3989.0
2011-08-19,4048.0
2011-08-20,4551.0
2011-08-21,6350.0
2011-08-22,6160.0
2011-08-23,6048.0
2011-08-24,4968.0
2011-08-25,6016.0
2011-08-26,5327.0
2011-08-27,10152.0
2011-08-28,4497.0
2011-08-29,4684.0
2011-08-30,6450.0
2011-08-31,3785.0
2011-09-01,3488.0
2011-09-03,3100.0
2011-09-04,3356.0
2011-09-05,9756.0
2011-09-06,9437.0
2011-09-07,8318.0
2011-09-08,17022.0
2011-09-09,23929.0
2011-09-10,9055.0
2011-09-11,16963.0
2011-09-12,14987.0
2011-09-13,11476.0
2011-09-14,5189.0
2011-09-15,4673.0
2011-09-16,4585.0
2011-09-17,5461.0
2011-09-18,10096.0
2011-09-19,13370.0
2011-09-20,13661.0
2011-09-21,4812.0
2011-09-22,3958.0
2011-09-23,3901.0
2011-09-24,3957.0
2011-09-25,8351.0
2011-09-26,28355.0
2011-09-27,9572.0
2011-09-28,3926.0
2011-09-29,4216.0
2011-09-30,4544.0
2011-10-01,3621.0
2011-10-02,7170.0
2011-10-03,8056.0
2011-10-04,14140.0
2011-10-05,4512.0
2011-10-06,4070.0
2011-10-07,4297.0
2011-10-08,3460.0
2011-10-09,7850.0
2011-10-10,7210.0
2011-10-11,6030.0
2011-10-12,3763.0
2011-10-13,3544.0
2011-10-14,3410.0
2011-10-15,6866.0
2011-10-16,8864.0
2011-10-17,8191.0
2011-10-18,6109.0
2011-10-19,4546.0
2011-10-21,3667.0
2011-10-22,3149.0
2011-10-23,6847.0
2011-10-24,26443.0
2011-10-25,6700.0
2011-10-26,6375.0
2011-10-27,7223.0
2011-10-28,5227.0
2011-10-29,3826.0
2011-10-30,11575.0
2011-10-31,9205.0
2011-11-01,6575.0
2011-11-02,5730.0
2011-11-03,6269.0
2011-11-04,7097.0
2011-11-05,4629.0
2011-11-06,11798.0
2011-11-07,17001.0
2011-11-08,6879.0
2011-11-09,4727.0
2011-11-10,3701.0
2011-11-11,3746.0
2011-11-12,3125.0
2011-11-13,8711.0
2011-11-14,12934.0
2011-11-15,7996.0
2011-11-16,4625.0
2011-11-17,4555.0
2011-11-18,5367.0
2011-11-19,3843.0
2011-11-20,6280.0
2011-11-21,13295.0
2011-11-22,6153.0
2011-11-23,4271.0
2011-11-24,6398.0
2011-11-25,6173.0
2011-11-26,4383.0
2011-11-27,11082.0
2011-11-28,11006.0
2011-11-29,18897.0
2011-11-30,6613.0
2011-12-01,5688.0
2011-12-02,7630.0
2011-12-03,6931.0
2011-12-04,16326.0
2011-12-05,13893.0
2011-12-06,7393.0
2011-12-07,8282.0
2011-12-08,9042.0
2011-12-09,7127.0
2011-12-10,4369.0
2011-12-11,10222.0
2011-12-12,19013.0
2011-12-13,6954.0
2011-12-14,5082.0
2011-12-15,5367.0
2011-12-16,4844.0
2011-12-17,3604.0
2011-12-18,13318.0
2011-12-19,12872.0
2011-12-20,6929.0
2011-12-21,4286.0
2011-12-22,5463.0
2011-12-23,725.0
2011-12-26,2071.0
2011-12-27,10392.0
2011-12-28,7192.0
2011-12-29,5980.0
2011-12-30,4693.0
2011-12-31,3445.0
2012-01-01,8746.0
2012-01-02,28133.0
2012-01-03,19116.0
2012-01-04,9775.0
2012-01-05,6390.0
2012-01-06,4923.0
2012-01-07,5740.0
2012-01-08,22900.0
2012-01-09,12892.0
2012-01-10,7888.0
2012-01-11,7751.0
2012-01-12,7476.0
2012-01-13,6163.0
2012-01-14,6243.0
2012-01-15,28623.0
2012-01-16,38929.0
2012-01-17,14203.0
2012-01-18,14824.0
2012-01-19,24007.0
2012-01-20,16788.0
2012-01-21,12235.0
2012-01-22,18837.0
2012-01-23,106104.0
2012-01-24,29194.0
2012-01-25,26102.0
2012-01-26,16041.0
2012-01-27,19841.0
2012-01-28,11805.0
2012-01-29,14504.0
2012-01-30,30991.0
2012-01-31,30760.0
2012-02-01,27398.0
2012-02-02,16883.0
2012-02-03,26568.0
2012-02-04,19704.0
2012-02-05,64543.0
2012-02-06,319190.0
2012-02-07,55531.0
2012-02-08,26411.0
2012-02-09,19214.0
2012-02-10,20450.0
2012-02-11,12107.0
2012-02-12,11321.0
2012-02-13,9391.0
2012-02-14,7435.0
2012-02-15,9703.0
2012-02-16,8580.0
2012-02-17,6080.0
2012-02-18,4461.0
2012-02-19,4003.0
2012-02-20,9099.0
2012-02-21,7720.0
2012-02-22,4236.0
2012-02-23,5732.0
2012-02-24,5670.0
2012-02-25,6101.0
2012-02-26,4294.0
2012-02-27,4332.0
2012-02-28,5000.0
2012-02-29,4098.0
2012-03-01,4427.0
2012-03-02,4117.0
2012-03-03,3811.0
2012-03-04,5608.0
2012-03-05,4067.0
2012-03-06,4596.0
2012-03-07,114100.0
2012-03-08,86102.0
2012-03-09,44044.0
2012-03-10,30773.0
2012-03-11,21722.0
2012-03-12,29205.0
2012-03-13,26752.0
2012-03-14,24233.0
2012-03-15,25511.0
2012-03-16,25359.0
2012-03-17,27161.0
2012-03-18,22781.0
2012-03-19,65045.0
2012-03-20,71288.0
2012-03-21,48016.0
2012-03-22,20900.0
2012-03-23,11802.0
2012-03-24,8085.0
2012-03-25,6856.0
2012-03-26,7319.0
2012-03-27,6404.0
2012-03-28,5121.0
2012-03-29,4430.0
2012-03-30,4074.0
2012-03-31,4193.0
2012-04-01,3395.0
2012-04-02,4265.0
2012-04-03,4254.0
2012-04-04,3575.0
2012-04-05,3326.0
2012-04-06,3180.0
2012-04-07,2498.0
2012-04-08,2578.0
2012-04-09,3300.0
2012-04-10,3263.0
2012-04-11,2951.0
2012-04-12,3291.0
2012-04-13,5732.0
2012-04-14,3106.0
2012-04-15,3133.0
2012-04-16,3720.0
2012-04-17,3536.0
2012-04-18,4169.0
2012-04-19,3853.0
2012-04-20,3158.0
2012-04-21,2226.0
2012-04-22,2744.0
2012-04-23,3867.0
2012-04-24,3976.0
2012-04-25,4310.0
2012-04-26,5617.0
2012-04-27,10641.0
2012-04-28,5858.0
2012-04-29,4834.0
2012-05-01,3540.0
2012-05-02,3665.0
2012-05-03,3601.0
2012-05-04,3074.0
2012-05-05,3149.0
2012-05-06,9463.0
2012-05-07,6859.0
2012-05-08,4229.0
2012-05-09,3581.0
2012-05-10,2854.0
2012-05-11,2616.0
2012-05-12,2229.0
2012-05-13,2488.0
2012-05-14,2521.0
2012-05-15,2662.0
2012-05-16,3096.0
2012-05-17,2843.0
2012-05-18,2363.0
2012-05-19,1769.0
2012-05-20,1880.0
2012-05-21,2975.0
2012-05-22,4063.0
2012-05-23,3068.0
2012-05-24,2417.0
2012-05-25,2349.0
2012-05-26,1766.0
2012-05-27,2079.0
2012-05-28,2113.0
2012-05-29,2489.0
2012-05-30,2474.0
2012-05-31,2953.0
2012-06-01,2472.0
2012-06-02,2117.0
2012-06-03,2196.0
2012-06-04,2544.0
2012-06-05,2789.0
2012-06-06,2103.0
2012-06-07,2261.0
2012-06-08,2644.0
2012-06-09,2810.0
2012-06-10,2342.0
2012-06-11,2066.0
2012-06-12,2562.0
2012-06-13,2690.0
2012-06-14,2258.0
2012-06-15,2236.0
2012-06-16,1881.0
2012-06-17,2729.0
2012-06-18,2444.0
2012-06-19,4453.0
2012-06-20,3574.0
2012-06-21,2599.0
2012-06-22,2763.0
2012-06-23,1933.0
2012-06-24,1843.0
2012-06-25,2098.0
2012-06-26,2370.0
2012-06-27,2018.0
2012-06-28,1982.0
2012-06-29,1880.0
2012-06-30,1549.0
2012-07-01,1743.0
2012-07-02,1835.0
2012-07-03,2085.0
2012-07-04,2156.0
2012-07-05,1916.0
2012-07-06,2184.0
2012-07-07,2011.0
2012-07-08,1963.0
2012-07-09,2303.0
2012-07-10,2398.0
2012-07-11,3000.0
2012-07-12,5716.0
2012-07-13,4463.0
2012-07-14,4381.0
2012-07-15,3066.0
2012-07-16,2858.0
2012-07-17,2967.0
2012-07-18,2958.0
2012-07-19,2796.0
2012-07-20,2945.0
2012-07-21,2401.0
2012-07-22,2462.0
2012-07-23,3144.0
2012-07-24,2910.0
2012-07-25,3369.0
2012-07-26,5218.0
2012-07-27,7536.0
2012-07-28,3967.0
2012-07-29,3960.0
2012-07-30,3510.0
2012-07-31,2736.0
2012-08-01,2603.0
2012-08-02,3204.0
2012-08-03,3230.0
2012-08-04,3364.0
2012-08-05,3338.0
2012-08-06,3444.0
2012-08-07,3180.0
2012-08-08,2821.0
2012-08-09,3795.0
2012-08-10,8163.0
2012-08-11,5781.0
2012-08-12,6638.0
2012-08-13,4334.0
2012-08-14,5240.0
2012-08-15,4378.0
2012-08-16,3383.0
2012-08-17,4406.0
2012-08-18,4168.0
2012-08-19,7539.0
2012-08-20,8168.0
2012-08-21,4351.0
2012-08-22,3653.0
2012-08-23,4384.0
2012-08-24,4069.0
2012-08-25,6257.0
2012-08-26,12619.0
2012-08-27,9376.0
2012-08-28,5375.0
2012-08-29,4745.0
2012-08-30,4298.0
2012-08-31,5247.0
2012-09-01,4781.0
2012-09-02,7836.0
2012-09-03,5219.0
2012-09-04,4765.0
2012-09-05,6272.0
2012-09-06,22333.0
2012-09-07,5950.0
2012-09-08,6509.0
2012-09-09,18751.0
2012-09-10,110740.0
2012-09-11,15194.0
2012-09-12,6522.0
2012-09-13,5891.0
2012-09-14,8111.0
2012-09-15,6287.0
2012-09-16,18165.0
2012-09-17,14953.0
2012-09-18,39819.0
2012-09-19,6345.0
2012-09-20,5222.0
2012-09-21,12151.0
2012-09-22,4713.0
2012-09-23,14039.0
2012-09-24,14854.0
2012-09-25,5868.0
2012-09-26,3537.0
2012-09-27,3795.0
2012-09-28,4969.0
2012-09-29,4120.0
2012-09-30,10501.0
2012-10-01,18952.0
2012-10-02,6858.0
2012-10-03,4904.0
2012-10-04,5620.0
2012-10-05,8453.0
2012-10-06,5167.0
2012-10-07,18363.0
2012-10-08,19972.0
2012-10-09,7453.0
2012-10-10,4155.0
2012-10-11,3777.0
2012-10-12,4455.0
2012-10-13,3796.0
2012-10-14,8397.0
2012-10-15,8992.0
2012-10-16,50622.0
2012-10-17,6495.0
2012-10-18,4818.0
2012-10-19,4863.0
2012-10-20,3830.0
2012-10-21,13953.0
2012-10-22,8930.0
2012-10-23,5822.0
2012-10-24,4227.0
2012-10-25,4191.0
2012-10-26,4889.0
2012-10-27,5081.0
2012-10-28,10095.0
2012-10-29,34348.0
2012-10-30,7165.0
2012-10-31,5895.0
2012-11-01,4906.0
2012-11-02,5263.0
2012-11-03,4716.0
2012-11-04,16617.0
2012-11-05,16107.0
2012-11-06,6837.0
2012-11-07,4394.0
2012-11-08,4907.0
2012-11-09,6955.0
2012-11-10,3948.0
2012-11-11,10561.0
2012-11-12,9061.0
2012-11-13,6044.0
2012-11-14,4154.0
2012-11-15,4301.0
2012-11-16,3932.0
2012-11-17,3393.0
2012-11-18,9693.0
2012-11-19,16084.0
2012-11-20,5740.0
2012-11-21,4002.0
2012-11-22,5723.0
2012-11-23,7553.0
2012-11-24,4429.0
2012-11-25,12933.0
2012-11-26,19728.0
2012-11-27,6969.0
2012-11-28,5510.0
2012-11-29,4825.0
2012-11-30,6305.0
2012-12-01,5731.0
2012-12-02,11479.0
2012-12-03,15944.0
2012-12-04,15412.0
2012-12-05,6179.0
2012-12-06,6496.0
2012-12-07,21175.0
2012-12-08,6234.0
2012-12-09,10432.0
2012-12-10,10575.0
2012-12-11,12423.0
2012-12-12,6588.0
2012-12-13,6021.0
2012-12-14,4626.0
2012-12-15,3988.0
2012-12-16,11084.0
2012-12-17,11475.0
2012-12-18,6578.0
2012-12-19,5009.0
2012-12-20,4505.0
2012-12-21,4011.0
2012-12-22,3687.0
2012-12-23,10473.0
2012-12-24,15557.0
2012-12-25,5639.0
2012-12-26,5474.0
2012-12-27,7827.0
2012-12-28,5906.0
2012-12-29,5078.0
2012-12-30,13229.0
2012-12-31,25409.0
2013-01-01,9060.0
2013-01-02,8822.0
2013-01-03,8562.0
2013-01-04,11342.0
2013-01-05,10297.0
2013-01-06,25153.0
2013-01-07,13243.0
2013-01-08,9066.0
2013-01-09,8635.0
2013-01-10,7887.0
2013-01-11,9372.0
2013-01-12,37868.0
2013-01-13,99461.0
2013-01-14,26720.0
2013-01-15,10721.0
2013-01-16,6949.0
2013-01-17,6202.0
2013-01-18,5739.0
2013-01-19,4696.0
2013-01-20,7814.0
2013-01-21,22496.0
2013-01-22,8149.0
2013-01-23,7051.0
2013-01-24,5352.0
2013-01-25,5096.0
2013-01-26,4715.0
2013-01-27,5087.0
2013-01-28,24446.0
2013-01-29,5714.0
2013-01-30,4975.0
2013-01-31,4844.0
2013-02-01,5313.0
2013-02-02,5166.0
2013-02-03,14857.0
2013-02-04,22611.0
2013-02-05,7117.0
2013-02-06,5054.0
2013-02-07,4374.0
2013-02-08,3644.0
2013-02-09,3271.0
2013-02-10,3099.0
2013-02-11,3250.0
2013-02-12,3092.0
2013-02-13,2908.0
2013-02-14,2547.0
2013-02-15,2680.0
2013-02-16,2484.0
2013-02-17,2497.0
2013-02-18,2885.0
2013-02-19,3001.0
2013-02-20,2728.0
2013-02-21,2570.0
2013-02-22,2623.0
2013-02-23,2330.0
2013-02-24,2171.0
2013-02-25,2550.0
2013-02-26,3610.0
2013-02-27,2917.0
2013-02-28,2761.0
2013-03-01,2621.0
2013-03-02,2307.0
2013-03-03,2389.0
2013-03-04,2528.0
2013-03-05,2536.0
2013-03-06,2556.0
2013-03-07,2753.0
2013-03-08,2340.0
2013-03-09,1971.0
2013-03-10,1835.0
2013-03-11,2340.0
2013-03-12,2449.0
2013-03-13,3226.0
2013-03-14,4362.0
2013-03-15,3179.0
2013-03-16,2573.0
2013-03-17,2708.0
2013-03-18,2552.0
2013-03-19,2669.0
2013-03-20,3735.0
2013-03-21,5119.0
2013-03-22,3039.0
2013-03-23,2518.0
2013-03-24,4597.0
2013-03-25,3282.0
2013-03-26,2608.0
2013-03-27,2390.0
2013-03-28,2377.0
2013-03-29,2375.0
2013-03-30,2364.0
2013-03-31,1774.0
2013-04-01,2307.0
2013-04-02,1991.0
2013-04-03,2166.0
2013-04-04,1879.0
2013-04-05,1720.0
2013-04-06,1708.0
2013-04-07,1898.0
2013-04-08,2081.0
2013-04-09,2157.0
2013-04-10,1934.0
2013-04-11,3219.0
2013-04-12,2211.0
2013-04-13,1585.0
2013-04-14,1582.0
2013-04-15,1784.0
2013-04-16,1947.0
2013-04-17,1937.0
2013-04-18,2079.0
2013-04-19,2574.0
2013-04-20,1498.0
2013-04-21,1875.0
2013-04-22,2170.0
2013-04-23,2280.0
2013-04-24,3017.0
2013-04-25,2923.0
2013-04-26,3538.0
2013-04-27,2916.0
2013-04-28,2428.0
2013-04-29,4041.0
2013-04-30,3154.0
2013-05-01,2387.0
2013-05-02,3748.0
2013-05-03,2699.0
2013-05-04,1740.0
2013-05-05,1899.0
2013-05-06,2482.0
2013-05-07,2258.0
2013-05-08,2243.0
2013-05-09,2267.0
2013-05-10,1962.0
2013-05-11,1430.0
2013-05-12,1482.0
2013-05-13,1762.0
2013-05-14,1976.0
2013-05-15,2020.0
2013-05-16,2096.0
2013-05-17,2002.0
2013-05-18,1414.0
2013-05-19,1313.0
2013-05-20,1599.0
2013-05-21,1949.0
2013-05-22,1821.0
2013-05-23,1970.0
2013-05-24,1648.0
2013-05-25,1131.0
2013-05-26,1275.0
2013-05-27,1414.0
2013-05-28,1721.0
2013-05-29,1903.0
2013-05-30,2025.0
2013-05-31,1681.0
2013-06-01,1557.0
2013-06-02,1463.0
2013-06-03,1694.0
2013-06-04,1877.0
2013-06-05,1560.0
2013-06-06,1454.0
2013-06-07,1485.0
2013-06-08,1471.0
2013-06-09,1380.0
2013-06-10,1949.0
2013-06-11,2905.0
2013-06-12,2030.0
2013-06-13,1762.0
2013-06-14,1532.0
2013-06-15,1509.0
2013-06-16,1644.0
2013-06-17,1677.0
2013-06-18,1755.0
2013-06-19,1584.0
2013-06-20,1457.0
2013-06-21,1519.0
2013-06-22,1467.0
2013-06-23,1328.0
2013-06-24,1465.0
2013-06-25,1529.0
2013-06-26,1629.0
2013-06-27,1934.0
2013-06-28,2041.0
2013-06-29,1435.0
2013-06-30,1436.0
2013-07-01,1492.0
2013-07-02,1453.0
2013-07-03,1512.0
2013-07-04,1830.0
2013-07-05,1809.0
2013-07-06,1228.0
2013-07-07,1264.0
2013-07-08,1516.0
2013-07-09,1684.0
2013-07-10,1861.0
2013-07-11,1669.0
2013-07-12,1760.0
2013-07-13,1537.0
2013-07-14,1563.0
2013-07-15,1964.0
2013-07-16,2051.0
2013-07-17,2344.0
2013-07-18,2809.0
2013-07-19,1980.0
2013-07-20,1666.0
2013-07-21,1655.0
2013-07-22,1994.0
2013-07-24,762.0
2013-07-25,2095.0
2013-07-26,2509.0
2013-07-27,2067.0
2013-07-28,5066.0
2013-07-29,5062.0
2013-07-30,2569.0
2013-07-31,2430.0
2013-08-01,1963.0
2013-08-02,1701.0
2013-08-03,2077.0
2013-08-04,1858.0
2013-08-05,2264.0
2013-08-06,2734.0
2013-08-07,5765.0
2013-08-08,4007.0
2013-08-09,3403.0
2013-08-10,2767.0
2013-08-11,2511.0
2013-08-12,2551.0
2013-08-13,2385.0
2013-08-14,2361.0
2013-08-15,2416.0
2013-08-16,2195.0
2013-08-17,2243.0
2013-08-18,3473.0
2013-08-19,3839.0
2013-08-20,2811.0
2013-08-21,2464.0
2013-08-22,2488.0
2013-08-23,2471.0
2013-08-24,1892.0
2013-08-25,4790.0
2013-08-26,2421.0
2013-08-27,2139.0
2013-08-28,2454.0
2013-08-29,2885.0
2013-08-30,2964.0
2013-08-31,2464.0
2013-09-01,6022.0
2013-09-02,2885.0
2013-09-03,3282.0
2013-09-04,3096.0
2013-09-05,5325.0
2013-09-06,52673.0
2013-09-07,9823.0
2013-09-08,9421.0
2013-09-09,18457.0
2013-09-10,6431.0
2013-09-11,4957.0
2013-09-12,6184.0
2013-09-13,7491.0
2013-09-14,5064.0
2013-09-15,33389.0
2013-09-16,30853.0
2013-09-17,9381.0
2013-09-18,4958.0
2013-09-19,4386.0
2013-09-20,4277.0
2013-09-21,3394.0
2013-09-22,6198.0
2013-09-23,6222.0
2013-09-24,49996.0
2013-09-25,42578.0
2013-09-26,18948.0
2013-09-27,7246.0
2013-09-28,7538.0
2013-09-29,15794.0
2013-09-30,25939.0
2013-10-01,11361.0
2013-10-02,9674.0
2013-10-03,7180.0
2013-10-04,5317.0
2013-10-05,6186.0
2013-10-06,21022.0
2013-10-07,27966.0
2013-10-08,9928.0
2013-10-09,6293.0
2013-10-10,6474.0
2013-10-11,9995.0
2013-10-12,5055.0
2013-10-13,8584.0
2013-10-14,12369.0
2013-10-15,8343.0
2013-10-16,8935.0
2013-10-17,12684.0
2013-10-18,9068.0
2013-10-19,6652.0
2013-10-20,9981.0
2013-10-21,62761.0
2013-10-22,11244.0
2013-10-23,5877.0
2013-10-24,5306.0
2013-10-25,4610.0
2013-10-26,3605.0
2013-10-27,8608.0
2013-10-28,10618.0
2013-10-29,4923.0
2013-10-30,3595.0
2013-10-31,3281.0
2013-11-01,3113.0
2013-11-02,2843.0
2013-11-03,4443.0
2013-11-04,6575.0
2013-11-05,4036.0
2013-11-06,3358.0
2013-11-07,3753.0
2013-11-08,3490.0
2013-11-09,2513.0
2013-11-10,5292.0
2013-11-11,14933.0
2013-11-12,7509.0
2013-11-13,4296.0
2013-11-14,4072.0
2013-11-15,5605.0
2013-11-16,4693.0
2013-11-17,7375.0
2013-11-18,52443.0
2013-11-19,9463.0
2013-11-20,4626.0
2013-11-21,4645.0
2013-11-22,5285.0
2013-11-23,4326.0
2013-11-24,6223.0
2013-11-25,32484.0
2013-11-26,6056.0
2013-11-27,3624.0
2013-11-28,3720.0
2013-11-29,3925.0
2013-11-30,3533.0
2013-12-01,6784.0
2013-12-02,18132.0
2013-12-03,11957.0
2013-12-04,7953.0
2013-12-05,5320.0
2013-12-06,4855.0
2013-12-07,6136.0
2013-12-08,7467.0
2013-12-09,15547.0
2013-12-10,7078.0
2013-12-11,4961.0
2013-12-12,5607.0
2013-12-13,9924.0
2013-12-14,7360.0
2013-12-15,8321.0
2013-12-16,10277.0
2013-12-17,7296.0
2013-12-18,5670.0
2013-12-19,3394.0
2013-12-20,3991.0
2013-12-21,3288.0
2013-12-22,13613.0
2013-12-23,20024.0
2013-12-24,7611.0
2013-12-25,5318.0
2013-12-26,6099.0
2013-12-27,4861.0
2013-12-28,4943.0
2013-12-29,10939.0
2013-12-30,25493.0
2013-12-31,9673.0
2014-01-01,6875.0
2014-01-02,6856.0
2014-01-03,7503.0
2014-01-04,7283.0
2014-01-05,5446.0
2014-01-07,8034.0
2014-01-08,6680.0
2014-01-09,7003.0
2014-01-10,7563.0
2014-01-11,6994.0
2014-01-12,44060.0
2014-01-13,81435.0
2014-01-14,18722.0
2014-01-15,14840.0
2014-01-16,17075.0
2014-01-17,15925.0
2014-01-18,12515.0
2014-01-19,99074.0
2014-01-20,159019.0
2014-01-21,37895.0
2014-01-22,22121.0
2014-01-23,16862.0
2014-01-24,19273.0
2014-01-25,11742.0
2014-01-26,13234.0
2014-01-27,25315.0
2014-01-28,22023.0
2014-01-29,22759.0
2014-01-30,32221.0
2014-01-31,34650.0
2014-02-01,28005.0
2014-02-02,128094.0
2014-02-03,379552.0
2014-02-04,47424.0
2014-02-05,18868.0
2014-02-06,10833.0
2014-02-07,8985.0
2014-02-08,6606.0
2014-02-09,5560.0
2014-02-10,4529.0
2014-02-11,4068.0
2014-02-12,3775.0
2014-02-13,3399.0
2014-02-14,2773.0
2014-02-15,2343.0
2014-02-16,2268.0
2014-02-17,2528.0
2014-02-18,2655.0
2014-02-19,2737.0
2014-02-20,2767.0
2014-02-21,2329.0
2014-02-22,1824.0
2014-02-23,1915.0
2014-02-24,2447.0
2014-02-25,2173.0
2014-02-26,2935.0
2014-02-27,2570.0
2014-02-28,2175.0
2014-03-01,1537.0
2014-03-02,1642.0
2014-03-03,2612.0
2014-03-04,2693.0
2014-03-05,1967.0
2014-03-06,2240.0
2014-03-07,2669.0
2014-03-08,1519.0
2014-03-09,1788.0
2014-03-10,1908.0
2014-03-11,2143.0
2014-03-12,2946.0
2014-03-13,2994.0
2014-03-14,2103.0
2014-03-15,1784.0
2014-03-16,1719.0
2014-03-17,1989.0
2014-03-18,2018.0
2014-03-19,1897.0
2014-03-20,2034.0
2014-03-21,1989.0
2014-03-22,1551.0
2014-03-23,1638.0
2014-03-24,3272.0
2014-03-25,2762.0
2014-03-26,2188.0
2014-03-27,4624.0
2014-03-28,2398.0
2014-03-29,1493.0
2014-03-30,1425.0
2014-03-31,1698.0
2014-04-01,1882.0
2014-04-02,1969.0
2014-04-03,2016.0
2014-04-04,1745.0
2014-04-05,1283.0
2014-04-06,1786.0
2014-04-07,1718.0
2014-04-08,1755.0
2014-04-09,1696.0
2014-04-10,1848.0
2014-04-11,1653.0
2014-04-12,1282.0
2014-04-13,1259.0
2014-04-14,1576.0
2014-04-15,1839.0
2014-04-16,2033.0
2014-04-17,1800.0
2014-04-18,1623.0
2014-04-19,1306.0
2014-04-20,3266.0
2014-04-21,1836.0
2014-04-22,2555.0
2014-04-23,2189.0
2014-04-24,2527.0
2014-04-25,2159.0
2014-04-26,1406.0
2014-04-27,1640.0
2014-04-28,2196.0
2014-04-29,2505.0
2014-04-30,2022.0
2014-05-01,1833.0
2014-05-02,2156.0
2014-05-03,1395.0
2014-05-04,2112.0
2014-05-05,3427.0
2014-05-06,4337.0
2014-05-07,2702.0
2014-05-08,3053.0
2014-05-09,6312.0
2014-05-10,3235.0
2014-05-11,2218.0
2014-05-12,2613.0
2014-05-13,2489.0
2014-05-14,2347.0
2014-05-15,2137.0
2014-05-16,2068.0
2014-05-17,1558.0
2014-05-18,1977.0
2014-05-19,2725.0
2014-05-20,2578.0
2014-05-21,2094.0
2014-05-22,1793.0
2014-05-23,1851.0
2014-05-24,1136.0
2014-05-25,1171.0
2014-05-26,1380.0
2014-05-27,1823.0
2014-05-28,4071.0
2014-05-29,3023.0
2014-05-30,1803.0
2014-05-31,2519.0
2014-06-01,1276.0
2014-06-02,1654.0
2014-06-03,2061.0
2014-06-04,1765.0
2014-06-05,1975.0
2014-06-06,1403.0
2014-06-07,1216.0
2014-06-08,1217.0
2014-06-09,1330.0
2014-06-10,1638.0
2014-06-11,1702.0
2014-06-12,2226.0
2014-06-13,1557.0
2014-06-14,1514.0
2014-06-15,1459.0
2014-06-16,1584.0
2014-06-17,1433.0
2014-06-18,1373.0
2014-06-19,1370.0
2014-06-20,1559.0
2014-06-21,1070.0
2014-06-22,1145.0
2014-06-23,1774.0
2014-06-24,1344.0
